,score,word,sent,position,listener,talker,talker_gend,snr
17820,1,horse,28-01,1,NWF147,NWM078,M,0
17821,1,trotted,28-01,2,NWF147,NWM078,M,0
17822,1,field,28-01,3,NWF147,NWM078,M,0
17823,1,brisk,28-01,4,NWF147,NWM078,M,0
17824,1,pace,28-01,5,NWF147,NWM078,M,0
17825,1,steam,18-01,1,NAM009,NWM085,M,-4
17826,1,hissed,18-01,2,NAM009,NWM085,M,-4
17827,1,from,18-01,3,NAM009,NWM085,M,-4
17828,1,broken,18-01,4,NAM009,NWM085,M,-4
17829,1,valve,18-01,5,NAM009,NWM085,M,-4
17830,1,music,47-01,1,NAM007,NWM004,M,-2
17831,1,played,47-01,2,NAM007,NWM004,M,-2
17832,1,on,47-01,3,NAM007,NWM004,M,-2
17833,1,while,47-01,4,NAM007,NWM004,M,-2
17834,0,talked,47-01,5,NAM007,NWM004,M,-2
17835,1,beetle,52-10,1,NAF012,NWM005,M,-4
17836,0,droned,52-10,2,NAF012,NWM005,M,-4
17837,0,hot,52-10,3,NAF012,NWM005,M,-4
17838,0,june,52-10,4,NAF012,NWM005,M,-4
17839,0,sun,52-10,5,NAF012,NWM005,M,-4
17840,0,she,19-10,1,NWF149,NWM002,M,-2
17841,1,smart,19-10,2,NWF149,NWM002,M,-2
17842,1,way,19-10,3,NWF149,NWM002,M,-2
17843,1,wearing,19-10,4,NWF149,NWM002,M,-2
17844,1,clothes,19-10,5,NWF149,NWM002,M,-2
17845,1,watch,30-04,1,NAM005,NWM081,M,0
17846,1,log,30-04,2,NAM005,NWM081,M,0
17847,1,float,30-04,3,NAM005,NWM081,M,0
17848,0,wide,30-04,4,NAM005,NWM081,M,0
17849,0,river,30-04,5,NAM005,NWM081,M,0
17850,1,two,08-02,1,NAF008,NWF004,F,0
17851,1,met,08-02,2,NAF008,NWF004,F,0
17852,1,while,08-02,3,NAF008,NWF004,F,0
17853,1,playing,08-02,4,NAF008,NWF004,F,0
17854,0,sand,08-02,5,NAF008,NWF004,F,0
17855,1,roads,39-04,1,NWF148,NWF135,F,0
17856,1,paved,39-04,2,NWF148,NWF135,F,0
17857,1,with,39-04,3,NWF148,NWF135,F,0
17858,1,sticky,39-04,4,NWF148,NWF135,F,0
17859,1,tar,39-04,5,NWF148,NWF135,F,0
17860,1,gold,30-02,1,NAM008,NWM001,M,-2
17861,1,ring,30-02,2,NAM008,NWM001,M,-2
17862,0,fits,30-02,3,NAM008,NWM001,M,-2
17863,1,pierced,30-02,4,NAM008,NWM001,M,-2
17864,0,ear,30-02,5,NAM008,NWM001,M,-2
17865,0,nine,34-01,1,NWF145,NWF008,F,-4
17866,0,rows,34-01,2,NWF145,NWF008,F,-4
17867,1,soldiers,34-01,3,NWF145,NWF008,F,-4
17868,1,stood,34-01,4,NWF145,NWF008,F,-4
17869,0,line,34-01,5,NWF145,NWF008,F,-4
17870,1,drop,17-03,1,NAM008,NWF003,F,0
17871,1,two,17-03,2,NAM008,NWF003,F,0
17872,0,when,17-03,3,NAM008,NWF003,F,0
17873,1,add,17-03,4,NAM008,NWF003,F,0
17874,1,figures,17-03,5,NAM008,NWF003,F,0
17875,1,junk,28-08,1,NWM088,NWF009,F,2
17876,1,yard,28-08,2,NWM088,NWF009,F,2
17877,1,had,28-08,3,NWM088,NWF009,F,2
17878,1,moldy,28-08,4,NWM088,NWF009,F,2
17879,1,smell,28-08,5,NWM088,NWF009,F,2
17880,1,box,01-07,1,NWF147,NWF136,F,2
17881,1,thrown,01-07,2,NWF147,NWF136,F,2
17882,1,beside,01-07,3,NWF147,NWF136,F,2
17883,0,parked,01-07,4,NWF147,NWF136,F,2
17884,0,truck,01-07,5,NWF147,NWF136,F,2
17885,1,couch,46-02,1,NAM008,NWM077,M,-4
17886,1,cover,46-02,2,NAM008,NWM077,M,-4
17887,0,hall,46-02,3,NAM008,NWM077,M,-4
17888,0,drapes,46-02,4,NAM008,NWM077,M,-4
17889,0,blue,46-02,5,NAM008,NWM077,M,-4
17890,0,lazy,05-05,1,NWF149,NWM084,M,-2
17891,0,cow,05-05,2,NWF149,NWM084,M,-2
17892,0,lay,05-05,3,NWF149,NWM084,M,-2
17893,0,cool,05-05,4,NWF149,NWM084,M,-2
17894,0,grass,05-05,5,NWF149,NWM084,M,-2
17895,0,curtain,71-06,1,NAM005,NWF008,F,-4
17896,1,rose,71-06,2,NAM005,NWF008,F,-4
17897,1,show,71-06,3,NAM005,NWF008,F,-4
17898,1,was,71-06,4,NAM005,NWF008,F,-4
17899,1,on,71-06,5,NAM005,NWF008,F,-4
17900,0,both,06-10,1,NWF145,NWM084,M,-4
17901,0,lost,06-10,2,NWF145,NWM084,M,-4
17902,1,lives,06-10,3,NWF145,NWM084,M,-4
17903,0,raging,06-10,4,NWF145,NWM084,M,-4
17904,0,storm,06-10,5,NWF145,NWM084,M,-4
17905,0,toad,56-08,1,NAF008,NWF143,F,-4
17906,0,frog,56-08,2,NAF008,NWF143,F,-4
17907,0,hard,56-08,3,NAF008,NWF143,F,-4
17908,0,tell,56-08,4,NAF008,NWF143,F,-4
17909,0,apart,56-08,5,NAF008,NWF143,F,-4
17910,0,lobes,58-08,1,NWM089,NWF002,F,-4
17911,0,ears,58-08,2,NWM089,NWF002,F,-4
17912,0,pierced,58-08,3,NWM089,NWF002,F,-4
17913,0,hold,58-08,4,NWM089,NWF002,F,-4
17914,0,rings,58-08,5,NWM089,NWF002,F,-4
17915,0,press,53-01,1,NWM090,NWM078,M,2
17916,1,pedal,53-01,2,NWM090,NWM078,M,2
17917,1,with,53-01,3,NWM090,NWM078,M,2
17918,1,left,53-01,4,NWM090,NWM078,M,2
17919,1,foot,53-01,5,NWM090,NWM078,M,2
17920,0,pack,64-06,1,NWF145,NWF142,F,-4
17921,1,kits,64-06,2,NWF145,NWF142,F,-4
17922,1,don't,64-06,3,NWF145,NWF142,F,-4
17923,1,forget,64-06,4,NWF145,NWF142,F,-4
17924,0,salt,64-06,5,NWF145,NWF142,F,-4
17925,0,both,06-10,1,NWM088,NWM007,M,0
17926,0,lost,06-10,2,NWM088,NWM007,M,0
17927,0,lives,06-10,3,NWM088,NWM007,M,0
17928,0,raging,06-10,4,NWM088,NWM007,M,0
17929,0,storm,06-10,5,NWM088,NWM007,M,0
17930,1,room,52-07,1,NAF010,NWF003,F,-4
17931,1,crowded,52-07,2,NAF010,NWF003,F,-4
17932,0,with,52-07,3,NAF010,NWF003,F,-4
17933,0,wild,52-07,4,NAF010,NWF003,F,-4
17934,0,mob,52-07,5,NAF010,NWF003,F,-4
17935,0,dune,07-09,1,NWF147,NWM086,M,-4
17936,0,rose,07-09,2,NWF147,NWM086,M,-4
17937,0,from,07-09,3,NWF147,NWM086,M,-4
17938,1,edge,07-09,4,NWF147,NWM086,M,-4
17939,1,water,07-09,5,NWF147,NWM086,M,-4
17940,1,bill,10-10,1,NAM009,NWF135,F,0
17941,1,paid,10-10,2,NAM009,NWF135,F,0
17942,1,every,10-10,3,NAM009,NWF135,F,0
17943,1,third,10-10,4,NAM009,NWF135,F,0
17944,1,week,10-10,5,NAM009,NWF135,F,0
17945,1,frosty,06-01,1,NAM005,NWM080,M,2
17946,1,air,06-01,2,NAM005,NWM080,M,2
17947,1,passed,06-01,3,NAM005,NWM080,M,2
17948,1,through,06-01,4,NAM005,NWM080,M,2
17949,0,coat,06-01,5,NAM005,NWM080,M,2
17950,1,read,03-10,1,NWM088,NWM084,M,0
17951,0,verse,03-10,2,NWM088,NWM084,M,0
17952,1,out,03-10,3,NWM088,NWM084,M,0
17953,1,loud,03-10,4,NWM088,NWM084,M,0
17954,0,pleasure,03-10,5,NWM088,NWM084,M,0
17955,1,paper,20-04,1,NWF146,NWM004,M,2
17956,1,box,20-04,2,NWF146,NWM004,M,2
17957,1,full,20-04,3,NWF146,NWM004,M,2
17958,1,thumb,20-04,4,NWF146,NWM004,M,2
17959,1,tacks,20-04,5,NWF146,NWM004,M,2
17960,1,bad,70-02,1,NAM007,NWF142,F,-4
17961,1,error,70-02,2,NAM007,NWF142,F,-4
17962,1,part,70-02,3,NAM007,NWF142,F,-4
17963,0,new,70-02,4,NAM007,NWF142,F,-4
17964,0,judge,70-02,5,NAM007,NWF142,F,-4
17965,1,streets,70-09,1,NWM088,NWF137,F,-2
17966,1,narrow,70-09,2,NWM088,NWF137,F,-2
17967,1,full,70-09,3,NWM088,NWF137,F,-2
17968,1,sharp,70-09,4,NWM088,NWF137,F,-2
17969,1,turns,70-09,5,NWM088,NWF137,F,-2
17970,1,curtain,71-06,1,NAM008,NWF140,F,-4
17971,1,rose,71-06,2,NAM008,NWF140,F,-4
17972,0,show,71-06,3,NAM008,NWF140,F,-4
17973,0,was,71-06,4,NAM008,NWF140,F,-4
17974,0,on,71-06,5,NAM008,NWF140,F,-4
17975,1,mend,04-05,1,NAM005,NWF144,F,0
17976,1,coat,04-05,2,NAM005,NWF144,F,0
17977,1,before,04-05,3,NAM005,NWF144,F,0
17978,1,go,04-05,4,NAM005,NWF144,F,0
17979,1,out,04-05,5,NAM005,NWF144,F,0
17980,1,small,72-05,1,NAF008,NWM080,M,-2
17981,1,children,72-05,2,NAF008,NWM080,M,-2
17982,0,came,72-05,3,NAF008,NWM080,M,-2
17983,0,see,72-05,4,NAF008,NWM080,M,-2
17984,0,him,72-05,5,NAF008,NWM080,M,-2
17985,1,brown,56-07,1,NAM007,NWM005,M,0
17986,0,leather,56-07,2,NAM007,NWM005,M,0
17987,0,bag,56-07,3,NAM007,NWM005,M,0
17988,0,hung,56-07,4,NAM007,NWM005,M,0
17989,0,strap,56-07,5,NAM007,NWM005,M,0
17990,1,try,34-06,1,NWF148,NWM081,M,-4
17991,1,trace,34-06,2,NWF148,NWM081,M,-4
17992,1,fine,34-06,3,NWF148,NWM081,M,-4
17993,1,lines,34-06,4,NWF148,NWM081,M,-4
17994,1,painting,34-06,5,NWF148,NWM081,M,-4
17995,0,cannot,67-10,1,NWF146,NWF003,F,-2
17996,0,brew,67-10,2,NWF146,NWF003,F,-2
17997,0,tea,67-10,3,NWF146,NWF003,F,-2
17998,0,cold,67-10,4,NWF146,NWF003,F,-2
17999,0,pot,67-10,5,NWF146,NWF003,F,-2
18000,0,clothes,46-05,1,NWM089,NWF008,F,-2
18001,0,dried,46-05,2,NWM089,NWF008,F,-2
18002,0,thin,46-05,3,NWM089,NWF008,F,-2
18003,0,wooden,46-05,4,NWM089,NWF008,F,-2
18004,0,rack,46-05,5,NWM089,NWF008,F,-2
18005,1,wrote,55-02,1,NAF008,NWF137,F,-4
18006,1,name,55-02,2,NAF008,NWF137,F,-4
18007,1,boldly,55-02,3,NAF008,NWF137,F,-4
18008,0,top,55-02,4,NAF008,NWF137,F,-4
18009,0,sheet,55-02,5,NAF008,NWF137,F,-4
18010,1,sunday,18-06,1,NWF145,NWM083,M,0
18011,1,best,18-06,2,NWF145,NWM083,M,0
18012,1,part,18-06,3,NWF145,NWM083,M,0
18013,1,of,18-06,4,NWF145,NWM083,M,0
18014,1,week,18-06,5,NWF145,NWM083,M,0
18015,1,pick,67-05,1,NAF012,NWF133,F,-2
18016,0,card,67-05,2,NAF012,NWF133,F,-2
18017,1,slip,67-05,3,NAF012,NWF133,F,-2
18018,0,under,67-05,4,NAF012,NWF133,F,-2
18019,0,pack,67-05,5,NAF012,NWF133,F,-2
18020,1,fight,31-10,1,NAF010,NWF133,F,2
18021,1,end,31-10,2,NAF010,NWF133,F,2
18022,1,just,31-10,3,NAF010,NWF133,F,2
18023,1,six,31-10,4,NAF010,NWF133,F,2
18024,1,minutes,31-10,5,NAF010,NWF133,F,2
18025,1,round,57-06,1,NWF145,NWF008,F,0
18026,0,hole,57-06,2,NWF145,NWF008,F,0
18027,0,drilled,57-06,3,NWF145,NWF008,F,0
18028,0,thin,57-06,4,NWF145,NWF008,F,0
18029,0,board,57-06,5,NWF145,NWF008,F,0
18030,0,boss,13-03,1,NWM090,NWF135,F,2
18031,0,ran,13-03,2,NWM090,NWF135,F,2
18032,1,show,13-03,3,NWM090,NWF135,F,2
18033,1,watchful,13-03,4,NWM090,NWF135,F,2
18034,1,eye,13-03,5,NWM090,NWF135,F,2
18035,1,crunch,33-05,1,NAF012,NWM055,M,-2
18036,1,feet,33-05,2,NAF012,NWM055,M,-2
18037,1,snow,33-05,3,NAF012,NWM055,M,-2
18038,1,only,33-05,4,NAF012,NWM055,M,-2
18039,1,sound,33-05,5,NAF012,NWM055,M,-2
18040,1,two,08-02,1,NWF150,NWM005,M,0
18041,0,met,08-02,2,NWF150,NWM005,M,0
18042,0,while,08-02,3,NWF150,NWM005,M,0
18043,1,playing,08-02,4,NWF150,NWM005,M,0
18044,0,sand,08-02,5,NWF150,NWM005,M,0
18045,1,toad,56-08,1,NAM008,NWF135,F,-2
18046,1,frog,56-08,2,NAM008,NWF135,F,-2
18047,1,hard,56-08,3,NAM008,NWF135,F,-2
18048,0,tell,56-08,4,NAM008,NWF135,F,-2
18049,0,apart,56-08,5,NAM008,NWF135,F,-2
18050,1,keep,59-05,1,NWF150,NWF003,F,-2
18051,1,hatch,59-05,2,NWF150,NWF003,F,-2
18052,1,tight,59-05,3,NWF150,NWF003,F,-2
18053,0,watch,59-05,4,NWF150,NWF003,F,-2
18054,0,constant,59-05,5,NWF150,NWF003,F,-2
18055,0,kite,48-01,1,NWF147,NWF135,F,0
18056,1,flew,48-01,2,NWF147,NWF135,F,0
18057,1,wildly,48-01,3,NWF147,NWF135,F,0
18058,1,high,48-01,4,NWF147,NWF135,F,0
18059,0,wind,48-01,5,NWF147,NWF135,F,0
18060,1,man,50-01,1,NWM090,NWM079,M,-2
18061,1,blue,50-01,2,NWM090,NWM079,M,-2
18062,1,sweater,50-01,3,NWM090,NWM079,M,-2
18063,1,sat,50-01,4,NWM090,NWM079,M,-2
18064,1,desk,50-01,5,NWM090,NWM079,M,-2
18065,1,rude,27-06,1,NAM007,NWM002,M,-2
18066,1,laugh,27-06,2,NAM007,NWM002,M,-2
18067,1,filled,27-06,3,NAM007,NWM002,M,-2
18068,1,empty,27-06,4,NAM007,NWM002,M,-2
18069,1,room,27-06,5,NAM007,NWM002,M,-2
18070,1,rake,23-09,1,NAM007,NWM085,M,-2
18071,1,rubbish,23-09,2,NAM007,NWM085,M,-2
18072,1,up,23-09,3,NAM007,NWM085,M,-2
18073,0,burn,23-09,4,NAM007,NWM085,M,-2
18074,1,it,23-09,5,NAM007,NWM085,M,-2
18075,0,man,50-01,1,NWF146,NWM078,M,-4
18076,0,blue,50-01,2,NWF146,NWM078,M,-4
18077,0,sweater,50-01,3,NWF146,NWM078,M,-4
18078,0,sat,50-01,4,NWF146,NWM078,M,-4
18079,0,desk,50-01,5,NWF146,NWM078,M,-4
18080,1,child,18-02,1,NWM088,NWM001,M,-2
18081,1,almost,18-02,2,NWM088,NWM001,M,-2
18082,1,hurt,18-02,3,NWM088,NWM001,M,-2
18083,0,small,18-02,4,NWM088,NWM001,M,-2
18084,0,dog,18-02,5,NWM088,NWM001,M,-2
18085,1,heap,30-06,1,NWF148,NWF137,F,-2
18086,0,fallen,30-06,2,NWF148,NWF137,F,-2
18087,1,leaves,30-06,3,NWF148,NWF137,F,-2
18088,1,set,30-06,4,NWF148,NWF137,F,-2
18089,1,fire,30-06,5,NWF148,NWF137,F,-2
18090,1,nine,34-01,1,NAF012,NWM078,M,2
18091,1,rows,34-01,2,NAF012,NWM078,M,2
18092,1,soldiers,34-01,3,NAF012,NWM078,M,2
18093,1,stood,34-01,4,NAF012,NWM078,M,2
18094,1,line,34-01,5,NAF012,NWM078,M,2
18095,1,two,14-04,1,NWF150,NWM002,M,0
18096,1,plus,14-04,2,NWF150,NWM002,M,0
18097,1,seven,14-04,3,NWF150,NWM002,M,0
18098,1,less,14-04,4,NWF150,NWM002,M,0
18099,1,ten,14-04,5,NWF150,NWM002,M,0
18100,1,zones,34-08,1,NAF010,NWM055,M,-4
18101,1,merge,34-08,2,NAF010,NWM055,M,-4
18102,1,central,34-08,3,NAF010,NWM055,M,-4
18103,1,part,34-08,4,NAF010,NWM055,M,-4
18104,1,town,34-08,5,NAF010,NWM055,M,-4
18105,1,grass,72-06,1,NWF145,NWM002,M,-4
18106,0,bushes,72-06,2,NWF145,NWM002,M,-4
18107,0,were,72-06,3,NWF145,NWM002,M,-4
18108,1,wet,72-06,4,NWF145,NWM002,M,-4
18109,0,dew,72-06,5,NWF145,NWM002,M,-4
18110,0,sang,65-03,1,NWM090,NWM078,M,-4
18111,0,same,65-03,2,NWM090,NWM078,M,-4
18112,0,tunes,65-03,3,NWM090,NWM078,M,-4
18113,0,each,65-03,4,NWM090,NWM078,M,-4
18114,0,party,65-03,5,NWM090,NWM078,M,-4
18115,1,wrote,39-01,1,NAF010,NWF009,F,-4
18116,1,down,39-01,2,NAF010,NWF009,F,-4
18117,1,long,39-01,3,NAF010,NWF009,F,-4
18118,1,list,39-01,4,NAF010,NWF009,F,-4
18119,1,items,39-01,5,NAF010,NWF009,F,-4
18120,1,young,04-08,1,NWM090,NWM055,M,-2
18121,1,girl,04-08,2,NWM090,NWM055,M,-2
18122,1,gave,04-08,3,NWM090,NWM055,M,-2
18123,1,clear,04-08,4,NWM090,NWM055,M,-2
18124,1,response,04-08,5,NWM090,NWM055,M,-2
18125,1,cannot,67-10,1,NAF012,NWF137,F,-4
18126,0,brew,67-10,2,NAF012,NWF137,F,-4
18127,1,tea,67-10,3,NAF012,NWF137,F,-4
18128,0,cold,67-10,4,NAF012,NWF137,F,-4
18129,0,pot,67-10,5,NAF012,NWF137,F,-4
18130,1,ripe,11-07,1,NAM009,NWF137,F,-4
18131,1,taste,11-07,2,NAM009,NWF137,F,-4
18132,1,cheese,11-07,3,NAM009,NWF137,F,-4
18133,1,improves,11-07,4,NAM009,NWF137,F,-4
18134,1,age,11-07,5,NAM009,NWF137,F,-4
18135,1,nine,34-01,1,NAF010,NWF140,F,-4
18136,1,rows,34-01,2,NAF010,NWF140,F,-4
18137,1,soldiers,34-01,3,NAF010,NWF140,F,-4
18138,1,stood,34-01,4,NAF010,NWF140,F,-4
18139,1,line,34-01,5,NAF010,NWF140,F,-4
18140,0,hang,67-01,1,NWM089,NWF140,F,-4
18141,0,tinsel,67-01,2,NWM089,NWF140,F,-4
18142,0,from,67-01,3,NWM089,NWF140,F,-4
18143,0,both,67-01,4,NWM089,NWF140,F,-4
18144,1,branches,67-01,5,NWM089,NWF140,F,-4
18145,1,sun,39-10,1,NAF012,NWF136,F,-2
18146,1,came,39-10,2,NAF012,NWF136,F,-2
18147,1,light,39-10,3,NAF012,NWF136,F,-2
18148,0,eastern,39-10,4,NAF012,NWF136,F,-2
18149,0,sky,39-10,5,NAF012,NWF136,F,-2
18150,1,bad,70-02,1,NAM005,NWM085,M,2
18151,0,error,70-02,2,NAM005,NWM085,M,2
18152,0,part,70-02,3,NAM005,NWM085,M,2
18153,0,new,70-02,4,NAM005,NWM085,M,2
18154,1,judge,70-02,5,NAM005,NWM085,M,2
18155,1,slice,45-01,1,NWF147,NWF009,F,0
18156,1,sausage,45-01,2,NWF147,NWF009,F,0
18157,1,thin,45-01,3,NWF147,NWF009,F,0
18158,0,with,45-01,4,NWF147,NWF009,F,0
18159,0,knife,45-01,5,NWF147,NWF009,F,0
18160,0,feed,37-01,1,NAM005,NWF135,F,-4
18161,0,white,37-01,2,NAM005,NWF135,F,-4
18162,0,mouse,37-01,3,NAM005,NWF135,F,-4
18163,1,flower,37-01,4,NAM005,NWF135,F,-4
18164,0,seeds,37-01,5,NAM005,NWF135,F,-4
18165,0,pour,36-01,1,NAF012,NWM084,M,-2
18166,1,stew,36-01,2,NAF012,NWM084,M,-2
18167,1,pot,36-01,3,NAF012,NWM084,M,-2
18168,1,into,36-01,4,NAF012,NWM084,M,-2
18169,1,plate,36-01,5,NAF012,NWM084,M,-2
18170,1,cannot,67-10,1,NAM005,NWM082,M,-4
18171,0,brew,67-10,2,NAM005,NWM082,M,-4
18172,1,tea,67-10,3,NAM005,NWM082,M,-4
18173,0,cold,67-10,4,NAM005,NWM082,M,-4
18174,0,pot,67-10,5,NAM005,NWM082,M,-4
18175,1,nine,34-01,1,NWF150,NWM084,M,0
18176,0,rows,34-01,2,NWF150,NWM084,M,0
18177,0,soldiers,34-01,3,NWF150,NWM084,M,0
18178,0,stood,34-01,4,NWF150,NWM084,M,0
18179,0,line,34-01,5,NWF150,NWM084,M,0
18180,1,steam,18-01,1,NAM007,NWF133,F,0
18181,1,hissed,18-01,2,NAM007,NWF133,F,0
18182,1,from,18-01,3,NAM007,NWF133,F,0
18183,1,broken,18-01,4,NAM007,NWF133,F,0
18184,1,valve,18-01,5,NAM007,NWF133,F,0
18185,1,cannot,67-10,1,NWM089,NWM055,M,-4
18186,1,brew,67-10,2,NWM089,NWM055,M,-4
18187,1,tea,67-10,3,NWM089,NWM055,M,-4
18188,0,cold,67-10,4,NWM089,NWM055,M,-4
18189,0,pot,67-10,5,NWM089,NWM055,M,-4
18190,1,pure,15-06,1,NAM008,NWM083,M,-2
18191,1,bred,15-06,2,NAM008,NWM083,M,-2
18192,0,poodles,15-06,3,NAM008,NWM083,M,-2
18193,0,have,15-06,4,NAM008,NWM083,M,-2
18194,0,curls,15-06,5,NAM008,NWM083,M,-2
18195,1,speedy,16-02,1,NAF008,NWM002,M,-4
18196,1,man,16-02,2,NAF008,NWM002,M,-4
18197,1,beat,16-02,3,NAF008,NWM002,M,-4
18198,1,track,16-02,4,NAF008,NWM002,M,-4
18199,0,mark,16-02,5,NAF008,NWM002,M,-4
18200,1,streets,70-09,1,NWF150,NWM082,M,-2
18201,1,narrow,70-09,2,NWF150,NWM082,M,-2
18202,1,full,70-09,3,NWF150,NWM082,M,-2
18203,1,sharp,70-09,4,NWF150,NWM082,M,-2
18204,1,turns,70-09,5,NWF150,NWM082,M,-2
18205,1,saw,06-05,1,NAM005,NWM082,M,-2
18206,1,tool,06-05,2,NAM005,NWM082,M,-2
18207,1,used,06-05,3,NAM005,NWM082,M,-2
18208,1,making,06-05,4,NAM005,NWM082,M,-2
18209,1,boards,06-05,5,NAM005,NWM082,M,-2
18210,1,lazy,05-05,1,NAF012,NWM007,M,-2
18211,1,cow,05-05,2,NAF012,NWM007,M,-2
18212,1,lay,05-05,3,NAF012,NWM007,M,-2
18213,0,cool,05-05,4,NAF012,NWM007,M,-2
18214,1,grass,05-05,5,NAF012,NWM007,M,-2
18215,1,early,62-06,1,NAF008,NWF003,F,2
18216,1,phase,62-06,2,NAF008,NWF003,F,2
18217,1,life,62-06,3,NAF008,NWF003,F,2
18218,1,moves,62-06,4,NAF008,NWF003,F,2
18219,1,fast,62-06,5,NAF008,NWF003,F,2
18220,1,nine,34-01,1,NAM008,NWF140,F,2
18221,1,rows,34-01,2,NAM008,NWF140,F,2
18222,1,soldiers,34-01,3,NAM008,NWF140,F,2
18223,1,stood,34-01,4,NAM008,NWF140,F,2
18224,1,line,34-01,5,NAM008,NWF140,F,2
18225,1,down,55-04,1,NAM009,NWF004,F,-2
18226,1,road,55-04,2,NAM009,NWF004,F,-2
18227,1,way,55-04,3,NAM009,NWF004,F,-2
18228,0,grain,55-04,4,NAM009,NWF004,F,-2
18229,0,farmer,55-04,5,NAM009,NWF004,F,-2
18230,1,take,04-02,1,NAF008,NWF009,F,2
18231,1,winding,04-02,2,NAF008,NWF009,F,2
18232,1,path,04-02,3,NAF008,NWF009,F,2
18233,1,reach,04-02,4,NAF008,NWF009,F,2
18234,1,lake,04-02,5,NAF008,NWF009,F,2
18235,0,bail,10-06,1,NWF147,NWF008,F,-4
18236,1,boat,10-06,2,NWF147,NWF008,F,-4
18237,1,stop,10-06,3,NWF147,NWF008,F,-4
18238,1,from,10-06,4,NWF147,NWF008,F,-4
18239,0,sinking,10-06,5,NWF147,NWF008,F,-4
18240,1,sang,65-03,1,NWF148,NWM007,M,-4
18241,1,same,65-03,2,NWF148,NWM007,M,-4
18242,0,tunes,65-03,3,NWF148,NWM007,M,-4
18243,0,each,65-03,4,NWF148,NWM007,M,-4
18244,0,party,65-03,5,NWF148,NWM007,M,-4
18245,1,we,12-10,1,NWF148,NWM084,M,-2
18246,1,find,12-10,2,NWF148,NWM084,M,-2
18247,1,joy,12-10,3,NWF148,NWM084,M,-2
18248,1,simplest,12-10,4,NWF148,NWM084,M,-2
18249,1,things,12-10,5,NWF148,NWM084,M,-2
18250,1,room,52-07,1,NAF012,NWM004,M,2
18251,1,crowded,52-07,2,NAF012,NWM004,M,2
18252,1,with,52-07,3,NAF012,NWM004,M,2
18253,1,wild,52-07,4,NAF012,NWM004,M,2
18254,1,mob,52-07,5,NAF012,NWM004,M,2
18255,1,marsh,44-10,1,NAF012,NWM078,M,0
18256,1,freeze,44-10,2,NAF012,NWM078,M,0
18257,1,when,44-10,3,NAF012,NWM078,M,0
18258,1,cold,44-10,4,NAF012,NWM078,M,0
18259,0,enough,44-10,5,NAF012,NWM078,M,0
18260,1,baby,70-06,1,NWM088,NWF136,F,-4
18261,1,puts,70-06,2,NWM088,NWF136,F,-4
18262,1,right,70-06,3,NWM088,NWF136,F,-4
18263,1,foot,70-06,4,NWM088,NWF136,F,-4
18264,1,mouth,70-06,5,NWM088,NWF136,F,-4
18265,1,don't,68-08,1,NAM005,NWM084,M,0
18266,1,like,68-08,2,NAM005,NWM084,M,0
18267,0,admit,68-08,3,NAM005,NWM084,M,0
18268,1,small,68-08,4,NAM005,NWM084,M,0
18269,0,faults,68-08,5,NAM005,NWM084,M,0
18270,1,raise,40-09,1,NWM090,NWM084,M,0
18271,1,sail,40-09,2,NWM090,NWM084,M,0
18272,0,steer,40-09,3,NWM090,NWM084,M,0
18273,1,ship,40-09,4,NWM090,NWM084,M,0
18274,1,northward,40-09,5,NWM090,NWM084,M,0
18275,0,pushed,24-02,1,NWM089,NWM001,M,-2
18276,1,back,24-02,2,NWM089,NWM001,M,-2
18277,0,each,24-02,3,NWM089,NWM001,M,-2
18278,0,time,24-02,4,NWM089,NWM001,M,-2
18279,0,attack,24-02,5,NWM089,NWM001,M,-2
18280,1,those,07-10,1,NWM089,NWM081,M,0
18281,0,words,07-10,2,NWM089,NWM081,M,0
18282,0,cue,07-10,3,NWM089,NWM081,M,0
18283,0,actor,07-10,4,NWM089,NWM081,M,0
18284,0,leave,07-10,5,NWM089,NWM081,M,0
18285,1,feed,37-01,1,NAF008,NWM086,M,2
18286,1,white,37-01,2,NAF008,NWM086,M,2
18287,1,mouse,37-01,3,NAF008,NWM086,M,2
18288,0,flower,37-01,4,NAF008,NWM086,M,2
18289,0,seeds,37-01,5,NAF008,NWM086,M,2
18290,1,wrote,39-01,1,NWM089,NWF142,F,2
18291,1,down,39-01,2,NWM089,NWF142,F,2
18292,1,long,39-01,3,NWM089,NWF142,F,2
18293,1,list,39-01,4,NWM089,NWF142,F,2
18294,1,items,39-01,5,NWM089,NWF142,F,2
18295,0,jerk,41-02,1,NAF008,NWF143,F,-2
18296,0,dart,41-02,2,NAF008,NWF143,F,-2
18297,0,from,41-02,3,NAF008,NWF143,F,-2
18298,0,cork,41-02,4,NAF008,NWF143,F,-2
18299,0,target,41-02,5,NAF008,NWF143,F,-2
18300,0,desk,40-06,1,NWF147,NWM082,M,-2
18301,0,was,40-06,2,NWF147,NWM082,M,-2
18302,0,firm,40-06,3,NWF147,NWM082,M,-2
18303,1,shaky,40-06,4,NWF147,NWM082,M,-2
18304,1,floor,40-06,5,NWF147,NWM082,M,-2
18305,1,those,07-10,1,NAM009,NWM002,M,-2
18306,1,words,07-10,2,NAM009,NWM002,M,-2
18307,1,cue,07-10,3,NAM009,NWM002,M,-2
18308,1,actor,07-10,4,NAM009,NWM002,M,-2
18309,0,leave,07-10,5,NAM009,NWM002,M,-2
